step, arrivals_sum, infringement_sum 
391502,10693, 2093
392002,10718, 2093
392502,10741, 2097
393002,10763, 2097
393502,10785, 2097
394002,10813, 2098
394502,10839, 2103
395002,10861, 2106
395502,10881, 2110
396002,10897, 2115
396502,10922, 2122
397002,10952, 2125
397502,10984, 2126
398002,11015, 2128
398502,11036, 2131
399002,11068, 2135
399502,11103, 2135
400002,11135, 2138
400502,11168, 2141
401002,11201, 2145
401502,11238, 2146
402002,11266, 2147
402502,11305, 2151
403002,11328, 2154
403502,11357, 2158
404002,11390, 2160
404502,11417, 2163
405002,11439, 2167
405502,11466, 2168
406002,11498, 2170
406502,11529, 2172
407002,11567, 2176
407502,11605, 2177
408002,11639, 2179
408502,11673, 2181
409002,11708, 2185
409502,11742, 2186
410002,11768, 2189
410502,11790, 2193
411002,11820, 2196
411502,11845, 2199
412002,11878, 2200
412502,11915, 2202
413002,11945, 2205
413502,11987, 2206
414002,12024, 2207
414502,12060, 2209
415002,12090, 2212
415502,12123, 2212
416002,12155, 2212
416502,12186, 2215
417002,12215, 2222
417502,12240, 2226
418002,12272, 2229
418502,12301, 2232
419002,12334, 2232
419502,12366, 2239
420002,12403, 2243
420502,12441, 2244
421002,12476, 2246
421502,12512, 2247
422002,12544, 2250
422502,12575, 2252
423002,12608, 2256
423502,12635, 2261
424002,12669, 2263
424502,12698, 2266
425002,12731, 2270
425502,12771, 2272
426002,12802, 2272
426502,12827, 2272
427002,12856, 2274
427502,12887, 2279
428002,12920, 2283
428502,12956, 2284
429002,12989, 2285
429502,13024, 2287
430002,13054, 2289
430502,13089, 2293
431002,13128, 2296
431502,13160, 2299
432002,13191, 2300
432502,13230, 2303
433002,13263, 2306
433502,13303, 2306
434002,13333, 2309
434502,13365, 2311
435002,13402, 2311
435502,13431, 2313
436002,13462, 2316
436502,13494, 2317
437002,13528, 2321
437502,13568, 2322
438002,13590, 2322
438502,13624, 2327
439002,13655, 2331
439502,13686, 2333
440002,13718, 2334
440502,13750, 2338
441002,13780, 2338
441502,13810, 2338
442002,13839, 2338
442502,13860, 2341
443002,13885, 2342
443502,13915, 2345
444002,13946, 2354
444502,13981, 2355
445002,14017, 2356
445502,14044, 2358
446002,14092, 2359
446502,14133, 2360
447002,14172, 2364
447502,14206, 2364
448002,14243, 2367
448502,14275, 2374
449002,14312, 2377
449502,14346, 2383
450002,14380, 2386
450502,14405, 2387
451002,14442, 2393
451502,14485, 2394
452002,14527, 2397
452502,14571, 2399
453002,14608, 2402
453502,14651, 2405
454002,14694, 2407
454502,14737, 2408
455002,14770, 2410
455502,14813, 2410
456002,14845, 2412
456502,14883, 2414
457002,14919, 2418
457502,14964, 2418
458002,14997, 2422
458502,15042, 2423
459002,15087, 2424
459502,15124, 2429
460002,15167, 2431
460502,15213, 2435
461002,15253, 2436
461502,15295, 2439
462002,15334, 2441
462502,15367, 2443
463002,15406, 2444
463502,15442, 2445
464002,15484, 2445
464502,15524, 2452
465002,15569, 2454
465502,15614, 2455
466002,15659, 2456
466502,15699, 2457
467002,15737, 2459
467502,15777, 2460
468002,15817, 2463
468502,15853, 2465
469002,15894, 2467
469502,15931, 2468
470002,15967, 2468
470502,16004, 2468
471002,16035, 2469
471502,16075, 2472
472002,16112, 2477
472502,16146, 2480
473002,16186, 2480
473502,16225, 2483
474002,16263, 2487
474502,16306, 2492
475002,16344, 2494
475502,16386, 2496
476002,16426, 2499
476502,16466, 2501
477002,16500, 2503
477502,16535, 2506
478002,16577, 2508
478502,16619, 2510
479002,16655, 2514
479502,16701, 2516
480002,16737, 2516
480502,16781, 2517
481002,16827, 2520
481502,16870, 2523
482002,16916, 2523
482502,16952, 2526
483002,16991, 2528
483502,17035, 2530
484002,17079, 2532
484502,17121, 2535
485002,17160, 2539
485502,17206, 2542
486002,17236, 2548
486502,17268, 2552
487002,17305, 2558
487502,17346, 2560
488002,17386, 2564
488502,17423, 2565
489002,17462, 2567
489502,17506, 2568
490002,17538, 2569
490502,17571, 2571
491002,17608, 2571
491502,17639, 2573
492002,17673, 2576
492502,17714, 2579
493002,17748, 2580
493502,17789, 2582
494002,17825, 2584
494502,17868, 2588
495002,17909, 2589
495502,17950, 2592
496002,17986, 2595
496502,18033, 2596
497002,18070, 2597
497502,18106, 2597
498002,18143, 2597
498502,18183, 2598
499002,18221, 2599
499502,18256, 2600
500002,18300, 2601
500502,18337, 2604
501002,18384, 2606
501502,18425, 2608
502002,18463, 2612
502502,18500, 2614
503002,18544, 2615
503502,18592, 2616
504002,18629, 2619
504502,18662, 2620
505002,18699, 2625
505502,18728, 2629
506002,18774, 2630
506502,18810, 2631
507002,18850, 2637
507502,18890, 2640
508002,18934, 2640
508502,18973, 2642
509002,19010, 2645
509502,19059, 2648
510002,19101, 2651
510502,19143, 2654
511002,19179, 2655
511502,19219, 2655
512002,19251, 2659
512502,19284, 2661
513002,19325, 2664
513502,19365, 2664
514002,19408, 2665
514502,19453, 2666
515002,19494, 2667
515502,19538, 2668
516002,19578, 2672
516502,19614, 2673
517002,19649, 2676
517502,19691, 2679
518002,19733, 2680
518502,19774, 2680
519002,19822, 2681
519502,19867, 2681
520002,19908, 2685
520502,19949, 2687
521002,19994, 2689
521502,20032, 2690
522002,20083, 2691
522502,20134, 2692
523002,20177, 2694
523502,20212, 2699
524002,20251, 2706
524502,20290, 2711
525002,20340, 2711
525502,20382, 2715
526002,20422, 2721
526502,20457, 2726
527002,20500, 2729
527502,20554, 2733
528002,20590, 2736
528502,20626, 2738
529002,20662, 2742
529502,20699, 2743
530002,20750, 2744
530502,20787, 2747
531002,20829, 2749
531502,20880, 2750
532002,20929, 2753
532502,20971, 2754
533002,21023, 2754
533502,21069, 2757
534002,21110, 2760
534502,21161, 2761
535002,21198, 2764
535502,21241, 2764
536002,21282, 2770
536502,21332, 2772
537002,21378, 2776
537502,21412, 2778
538002,21458, 2779
