step, arrivals_sum, infringement_sum 
674502,35250, 3506
675002,35297, 3507
675502,35335, 3510
676002,35382, 3511
676502,35437, 3512
677002,35487, 3512
677502,35536, 3512
678002,35585, 3514
678502,35637, 3517
679002,35684, 3520
679502,35736, 3522
680002,35789, 3524
680502,35837, 3526
681002,35890, 3526
681502,35945, 3527
682002,35995, 3528
682502,36049, 3531
683002,36101, 3532
683502,36156, 3536
684002,36206, 3537
684502,36247, 3542
685002,36299, 3544
685502,36353, 3547
686002,36409, 3550
686502,36460, 3553
687002,36514, 3554
687502,36576, 3554
688002,36630, 3558
688502,36686, 3559
689002,36737, 3563
689502,36787, 3569
690002,36848, 3569
690502,36906, 3571
691002,36961, 3575
691502,37010, 3579
692002,37062, 3580
692502,37110, 3585
693002,37170, 3587
693502,37218, 3590
694002,37272, 3593
694502,37331, 3594
695002,37382, 3596
695502,37425, 3598
696002,37466, 3604
696502,37529, 3607
697002,37567, 3612
697502,37623, 3612
698002,37686, 3613
698502,37735, 3614
699002,37787, 3619
699502,37832, 3622
700002,37873, 3622
700502,37922, 3624
701002,37968, 3626
701502,38024, 3626
702002,38079, 3629
702502,38125, 3631
703002,38174, 3633
703502,38230, 3634
704002,38278, 3636
704502,38326, 3639
705002,38386, 3641
705502,38444, 3641
706002,38491, 3641
706502,38540, 3641
707002,38591, 3645
707502,38645, 3647
708002,38696, 3649
708502,38741, 3651
709002,38790, 3657
709502,38840, 3659
710002,38884, 3659
710502,38921, 3662
711002,38958, 3666
711502,39004, 3670
712002,39058, 3673
712502,39103, 3678
713002,39153, 3680
713502,39202, 3682
714002,39260, 3687
714502,39304, 3690
715002,39358, 3692
715502,39405, 3694
